id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,xaxis,yaxis,n,own,coli
26105738,"WOMEN ONLY Garden View, 1 bdrm + private living Rm",144421916,Heather,,Hyde Park,42.23618797,-71.12883329,Private room,40,1,8,9/2/18,4.8,1,84,,,1,0,1
26111608,Top Floor Private Parking YMCA 7/11 Food in Oak Sq,5454109,Dmitriy,,Brighton,42.34882924,-71.16387726,Private room,89,1,0,,,5,87,,,5,0,1
26112347,Oak sq 2nd floor Room Airport! BC Food! 7/11 YMCA,62336740,Dmitriy,,Brighton,42.34873519,-71.1643463,Private room,89,1,2,9/1/18,1.43,6,105,,,6,0,1
26122149,Downtown Boston 2Bedroom Apt Near Boston Common!,163251048,Jen,,Dorchester,42.28773923,-71.07044486,Entire home/apt,299,3,0,,,52,363,,,52,1,1
26127318,RIVER AND CITY VIEWS! Walk Everywhere.  LOCATION!,9529655,Suzanne,,Fenway,42.35079093,-71.09387763,Entire home/apt,246,30,1,8/15/18,1,4,349,,,4,0,1
26127411,190A- LOFT Apartment in Downtown Boston!,21184200,Paige,,Downtown,42.35552269,-71.05202196,Entire home/apt,299,1,4,8/15/18,2.11,43,76,,,43,1,1
26130049,Private Get-Away Centrally Located & Near Airport,196414856,Selene,,East Boston,42.37211167,-71.03456362,Private room,64,2,21,9/9/18,7.78,1,137,,,1,0,1
26130154,"Spacious Boston Bedroom, Free Parking, next to T!",196415169,Josh & Whitney,,Mission Hill,42.32802707,-71.10665863,Private room,50,2,16,9/8/18,8.57,1,0,,,1,0,1
26132457,Charming and cozy private bedroom in Artist House,186813303,Daniel And Maya,,Jamaica Plain,42.31396556,-71.09798165,Private room,60,1,18,9/8/18,6.43,1,22,,,1,0,1
26133446,Beautiful New 3BR2BA in Mission Hill TC203,18202088,Luxurious,,Mission Hill,42.32854191,-71.10246904,Entire home/apt,315,2,0,,,23,6,,,23,1,1
26135731,Hillside2- 5mil to City steps to Subway,196459473,Eder,,Dorchester,42.30662051,-71.06385386,Private room,60,2,8,8/23/18,3.53,5,25,,,5,0,1
26138090,Comfortable room in Dorchester (#1),188413439,Hilson,,Dorchester,42.30650111,-71.06665534,Private room,65,2,12,8/28/18,5.37,4,65,,,4,0,1
26138283,Sunny 1BR in Back Bay by Sonder,12243051,Sonder,,Back Bay,42.34990035,-71.08011519,Entire home/apt,325,2,3,8/12/18,1.45,320,209,,,320,1,1
26151604,Tucas Place,32663505,Alberto,,Fenway,42.34333771,-71.09691958,Entire home/apt,100,1,14,8/28/18,6,1,25,,,1,0,1
26157305,Entire Home Boston,183403925,Kim,,Roslindale,42.27222689,-71.12335295,Entire home/apt,164,2,12,9/9/18,4.86,1,316,,,1,0,1
26160905,"PRIVATE, COZY, CLEAN & COMFORTABLE 1 BEDROOM APT.",196631266,Nakeisha,,Dorchester,42.28954457,-71.07623912,Entire home/apt,145,1,29,9/9/18,10.74,1,59,,,1,0,1
<<<<<<< HEAD
26163695,BinaŠ—Ès Home away from Home 3,153568352,Sabina,,Mattapan,42.27868712,-71.0868453,Private room,50,1,1,8/31/18,1,3,160,,,3,0,1
=======
26163695,Binaäó»s Home away from Home 3,153568352,Sabina,,Mattapan,42.27868712,-71.0868453,Private room,50,1,1,8/31/18,1,3,160,,,3,0,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
26169129,Hillside1- 5mil to City walk to Subway,196459473,Eder,,Dorchester,42.30534551,-71.06384202,Private room,61,2,4,7/22/18,1.46,5,13,,,5,0,1
26169363,"Hillside3- 5 mil to City, walk to Subway",196459473,Eder,,Dorchester,42.30743445,-71.06294531,Private room,61,2,1,7/16/18,0.49,5,54,,,5,0,1
26169509,"Hillside4-5 mil to City, walk to Subway",196459473,Eder,,Dorchester,42.30574249,-71.06501236,Private room,61,2,8,8/23/18,3.75,5,176,,,5,0,1
26171443,Clean Sunroom Small Private Entrance Couch! Oak sq,5454109,Dmitriy,,Brighton,42.35065243,-71.16358734,Private room,46,1,6,8/23/18,2.17,5,106,,,5,0,1
26193795,Urban Suites by Edena Resorts [2BD1.5BA],190854146,Edena Urban Resorts Co.,,Fenway,42.34474477,-71.10100419,Entire home/apt,449,1,5,8/30/18,2.42,7,13,,,7,0,1
26200016,"Room private, WC shared, near BU Harvard",50646598,House On Blaine,,Allston,42.35532225,-71.13734582,Private room,35,1,2,9/1/18,2,7,365,,,7,0,1
26200803,Cozy and Spacious  Apartment Near Downtown Boston,196695287,Mina,,Dorchester,42.30420958,-71.06303998,Entire home/apt,200,2,8,8/20/18,3.53,6,320,,,6,0,1
26207713,Room in beautiful apartment,80595835,Liviu,,Jamaica Plain,42.32139622,-71.11434592,Private room,65,30,4,8/31/18,1.45,1,43,,,1,0,1
26214081,Beacon Hill Two Bedroom,4020046,Krysti,,Beacon Hill,42.35946307,-71.06415514,Entire home/apt,220,3,4,8/28/18,1.9,4,0,,,4,0,1
26217206,"Oak sq Brighton Bus 57, 15 min to Airport Parking!",5454109,Dmitriy,,Brighton,42.34907985,-71.16555469,Private room,89,1,2,8/22/18,0.78,5,73,,,5,0,1
26223565,Nice Bedroom w/ 2 twin beds. Walk to Red Line T,43544288,Susan,,Dorchester,42.2844379,-71.0717877,Private room,48,1,4,9/12/18,1.45,12,346,,,12,1,1
26225149,Paradise on Park!!,76545076,Taylor,,Fenway,42.34701068,-71.10349615,Entire home/apt,220,1,11,8/25/18,4.85,25,338,,,25,1,1
26226398,Radiant Apartment on Revere,76545076,Taylor,,Beacon Hill,42.35832707,-71.06942395,Entire home/apt,160,1,20,8/29/18,9.09,25,301,,,25,1,1
26227047,Adorable Apartment on Anderson!!,76545076,Taylor,,Beacon Hill,42.36058086,-71.06876074,Entire home/apt,150,1,11,8/28/18,5.32,25,282,,,25,1,1
26235532,4A BU Med Ctr/NEU/HCC/south end sunny cozy room,41932249,Ann,,Roxbury,42.33634421,-71.0778589,Private room,77,1,5,9/11/18,3.26,13,6,,,13,1,1
26246423,"Spacious Apt W/ Private Decks in Boston, JP",52165995,Brian,,Jamaica Plain,42.3119484,-71.10121408,Entire home/apt,150,3,6,8/27/18,2.9,1,1,,,1,0,1
26247889,Cute Studio,65247089,Vita,,Brighton,42.34745714,-71.14207661,Entire home/apt,119,2,4,8/19/18,1.88,11,0,,,11,1,1
26252951,Southie Home | Walk to Beach | Patio with Fire pit,110658696,Victoria,,South Boston,42.33359531,-71.049423,Private room,100,1,23,9/13/18,8.85,1,29,,,1,0,1
26255061,Shared Space in a Quiet Neighborhood 1.1,78962454,Micah,,Roxbury,42.31886262,-71.07221918,Shared room,35,1,6,9/1/18,3.33,30,101,,,30,1,1
26257491,Shared Space in a Quiet Neighborhood 1.2,78962454,Micah,,Roxbury,42.31845897,-71.07361553,Shared room,35,1,7,8/31/18,4.57,30,96,,,30,1,1
26257794,Shared Space in a Quiet Neighborhood 1.3,78962454,Micah,,Roxbury,42.31748199,-71.07302171,Shared room,35,1,9,9/1/18,4.43,30,5,,,30,1,1
26258927,Shared Space in a Quiet Neighborhood 1.4,78962454,Micah,,Roxbury,42.31710096,-71.07361051,Shared room,35,1,7,9/1/18,3.68,30,105,,,30,1,1
26268102,Shared Space in a Quiet Neighborhood 3.1,78962454,Micah,,Roxbury,42.31863449,-71.07279609,Shared room,35,1,11,9/1/18,4.58,30,101,,,30,1,1
26268482,Private Space in a Quiet Neighborhood 4.1,78962454,Micah,,Roxbury,42.31825187,-71.07397664,Private room,35,1,10,9/6/18,3.85,30,94,,,30,1,1
26269347,Private Space in a Quiet Neighborhood 5.1,78962454,Micah,,Roxbury,42.31817197,-71.07244685,Private room,65,1,7,9/3/18,4.47,30,91,,,30,1,1
26270400,Private Space in a Quiet Neighborhood 6.1,78962454,Micah,,Roxbury,42.31869485,-71.07461555,Private room,65,1,10,8/18/18,4.76,30,76,,,30,1,1
26270615,Private Space in a Quiet Neighborhood 7.1,78962454,Micah,,Roxbury,42.31670151,-71.07375214,Private room,65,1,12,9/5/18,7.2,30,92,,,30,1,1
26270800,Private Space in a Quiet Neighborhood 8.1,78962454,Micah,,Roxbury,42.31643505,-71.07420856,Private room,65,1,2,9/1/18,2,30,87,,,30,1,1
26271144,Shared Space in a Quiet Neighborhood 2.2,78962454,Micah,,Roxbury,42.31783368,-71.07300492,Shared room,35,1,7,9/5/18,4.29,30,97,,,30,1,1
26271272,Shared Space in a Quiet Neighborhood 3.2,78962454,Micah,,Roxbury,42.31733313,-71.07345829,Shared room,35,1,17,9/2/18,6.8,30,103,,,30,1,1
26279081,"New-Hillside-4BR 5mil to City, walk to subway",196459473,Eder,,Dorchester,42.30657328,-71.06433432,Entire home/apt,277,2,1,8/26/18,1,5,23,,,5,0,1
26280370,Boston Commons Condos 2BD/2BA 3,8534462,Nadia,,Downtown,42.35428404,-71.06056511,Entire home/apt,360,2,0,,,23,363,,,23,1,1
26280467,Boston Commons Condos 2BD/2BA 2,8534462,Nadia,,Downtown,42.35396757,-71.06075306,Entire home/apt,360,2,4,9/2/18,1.88,23,358,,,23,1,1
26280706,Downtown Boston Brandnew Luxury 1Bed near TDgarden,71715762,Yiyan,,Downtown,42.36599307,-71.06419832,Entire home/apt,199,1,14,9/7/18,5.38,1,2,,,1,0,1
26299440,"Bright, luxe, modern 3/2.5 JP townhome + roofdeck!",558997,Jancy,,Jamaica Plain,42.30544846,-71.11335943,Entire home/apt,325,4,2,9/3/18,1.07,2,24,,,2,0,1
26300286,G&B  House,191249913,Gizem,,Dorchester,42.28940318,-71.06179489,Private room,92,2,4,9/9/18,1.58,1,50,,,1,0,1
26302928,Spacious and Modern with Private Deck,6855489,Zachary,,Dorchester,42.32223008,-71.05780176,Private room,37,14,0,,,1,47,,,1,0,1
26322169,hotel Boston,197945930,Thomas,,Brighton,42.34235694,-71.14276,Private room,69,2,1,7/11/18,0.45,1,177,,,1,0,1
26323473,"Bright, Contemporary Home on the Hill",102064846,Jeremy,,Dorchester,42.31469284,-71.06588925,Private room,100,1,8,8/21/18,3.48,1,45,,,1,0,1
26327865,Sunny South End Condo,20822928,Steve,,South End,42.34052354,-71.07542705,Entire home/apt,195,7,3,8/29/18,2.57,1,223,,,1,0,1
26328815,Sept 1st - one year contract,50646598,House On Blaine,,Allston,42.35536539,-71.13688622,Private room,32,364,0,,,7,365,,,7,0,1
26329706,Great Apartment in the Heart of Boston,35738512,Will,,West End,42.36353019,-71.06377795,Entire home/apt,163,1,16,8/22/18,6.67,2,310,,,2,0,1
26332389,Summer Sublet - Female Only,124603737,Pratik,,Mission Hill,42.33092238,-71.09592035,Shared room,18,6,0,,,1,0,,,1,0,1
26333739,"Classy, Cozy South End Unit",119265681,Maude,,South End,42.343568,-71.07022462,Entire home/apt,250,2,1,9/7/18,1,2,340,,,2,0,1
26335995,North End Apartment,67964588,Emily,,North End,42.36454862,-71.05446834,Entire home/apt,115,2,7,9/3/18,2.76,1,4,,,1,0,1
26352727,"(15-5) Beacon Hill, MGH Penthouse!",21184200,Paige,,Beacon Hill,42.35987003,-71.06738272,Entire home/apt,241,1,9,8/19/18,3.7,43,116,,,43,1,1
26360101,H-kingdom | Smart Home | Cozy renovated,73201898,Hanqing,,East Boston,42.38931275,-70.99594818,Private room,86,3,10,9/11/18,4.62,2,335,,,2,0,1
26360856,1 Bedroom in Boston's Back Bay,18202088,Luxurious,,Back Bay,42.34624451,-71.07973439,Entire home/apt,289,3,2,9/3/18,1.13,23,67,,,23,1,1
26361101,One Bedroom in the heart of Back Bay #307,18202088,Luxurious,,Back Bay,42.34676975,-71.07838863,Entire home/apt,289,1,0,,,23,74,,,23,1,1
26362654,One Bedroom at The Tremont #205,18202088,Luxurious,,Mission Hill,42.33136881,-71.09943143,Entire home/apt,259,1,0,,,23,71,,,23,1,1
26363458,One Bedroom on Tremont #308,18202088,Luxurious,,Mission Hill,42.33085127,-71.09954613,Entire home/apt,259,2,1,7/29/18,0.63,23,71,,,23,1,1
26363898,190B- Downtown Loft! Spacious and Comfortable!,21184200,Paige,,Downtown,42.35697415,-71.05249237,Entire home/apt,299,1,7,9/3/18,3.28,43,59,,,43,1,1
26364189,1 Bedroom 1 Bathroom #406,18202088,Luxurious,,Mission Hill,42.33090144,-71.09859015,Entire home/apt,259,2,0,,,23,0,,,23,1,1
26366385,Spacious bedroom in Dorchester (#2),188413439,Hilson,,Dorchester,42.30584801,-71.0670549,Private room,48,1,14,9/12/18,6.09,4,63,,,4,0,1
26366570,Twin bedroom in Dorchester (#3),188413439,Hilson,,Dorchester,42.30660652,-71.06706324,Private room,48,2,13,9/10/18,5.74,4,32,,,4,0,1
26367912,Newly Renovated Loft Apartment in Back Bay/Fenway,10766236,Colby,,Fenway,42.34530603,-71.08899921,Private room,97,1,1,8/9/18,0.81,1,0,,,1,0,1
26369295,Cozy bedroom in Dorchester (#4),188413439,Hilson,,Dorchester,42.30726346,-71.06657708,Private room,48,1,20,9/9/18,9.38,4,54,,,4,0,1
26395595,Separate entrance in-law suite in heart of JP,145681148,Marianne,,Jamaica Plain,42.30567185,-71.11628212,Entire home/apt,90,1,19,9/1/18,9.05,2,143,,,2,0,1
26415267,"*A cozy, sunny room locates in Fenway park",37332690,Eve,,Fenway,42.3433092,-71.09597796,Private room,99,2,6,8/5/18,2.69,4,49,,,4,0,1
26416556,"(41-22) Simple Sweet Studio, Beacon Hill",21184200,Paige,,Beacon Hill,42.36046039,-71.06833722,Entire home/apt,99,1,10,9/3/18,4.69,43,104,,,43,1,1
26418311,Comfortable Living Room Near Everything,39730545,Tony,,South End,42.34424031,-71.0623427,Shared room,120,2,2,9/6/18,2,2,100,,,2,0,1
26419561,"Cozy, friendly and good vibes space",39624537,Janette,,Allston,42.35255888,-71.12970124,Private room,90,2,4,8/21/18,1.94,1,0,,,1,0,1
26423316,Charming Convenience (10 min T ride into Downtown),198679236,Maria,,Dorchester,42.31573194,-71.05801285,Private room,73,1,21,9/9/18,10.33,2,195,,,2,0,1
26429376,"Private room, 5-min walk to T & Airport",17658696,Stephen,,East Boston,42.37408152,-71.03390202,Private room,60,1,5,9/13/18,5,1,21,,,1,0,1
26444145,Fort Hill Gem- close to public transportation,21369566,Jennifer,,Roxbury,42.32528309,-71.09785564,Shared room,75,2,3,8/5/18,1.64,1,3,,,1,0,1
26446700,Airy 1BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.3641174,-71.12946688,Entire home/apt,264,2,1,7/11/18,0.45,320,231,,,320,1,1
26448065,"(41G-2) New, Private Patio, Simple Clean Studio",21184200,Paige,,Beacon Hill,42.36047424,-71.0699734,Entire home/apt,99,1,8,8/21/18,3.64,43,272,,,43,1,1
26448893,Beacon Hill Downtown Boston + King Bed!,1118374,Matthew,,Downtown,42.35905831,-71.06161779,Entire home/apt,191,1,3,8/25/18,1.5,41,315,,,41,1,1
26450601,Lovely 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.36317139,-71.13130299,Entire home/apt,368,2,0,,,320,147,,,320,1,1
26450604,Unique 1BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.36504174,-71.13155269,Entire home/apt,274,2,0,,,320,233,,,320,1,1
26450605,Lively 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.36507241,-71.13008331,Entire home/apt,372,2,0,,,320,241,,,320,1,1
26450608,Distinctive 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.3648098,-71.12980028,Entire home/apt,372,2,3,8/1/18,1.53,320,246,,,320,1,1
26450614,Spacious 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.36481339,-71.12972902,Entire home/apt,408,2,0,,,320,251,,,320,1,1
26450779,Elegant 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.3629376,-71.1301213,Entire home/apt,368,2,0,,,320,257,,,320,1,1
26450780,Sunny 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.36473253,-71.12975381,Entire home/apt,368,2,1,7/9/18,0.44,320,253,,,320,1,1
26450789,Hip 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.3646082,-71.1309179,Entire home/apt,368,2,0,,,320,221,,,320,1,1
26450795,Sophisticated 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.36313534,-71.13003473,Entire home/apt,368,2,0,,,320,259,,,320,1,1
26450815,Sleek 1BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.36339794,-71.13162187,Entire home/apt,264,2,0,,,320,236,,,320,1,1
26450816,Desirable 2BR in South End by Sonder,12243051,Sonder,,South End,42.33646131,-71.06985029,Entire home/apt,411,2,3,8/12/18,1.38,320,257,,,320,1,1
26451409,Private Room in a Luxury Building In Back Bay,19416675,Marzieh,,Fenway,42.34356775,-71.08737125,Private room,150,2,3,8/6/18,1.45,2,8,,,2,0,1
26452180,Beautiful 2BR in South End by Sonder,12243051,Sonder,,South End,42.33772702,-71.06795967,Entire home/apt,414,2,5,8/21/18,2.38,320,235,,,320,1,1
26452339,Serene 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.36452052,-71.13002661,Entire home/apt,372,2,1,8/20/18,1,320,216,,,320,1,1
26452827,"Private Room in Boston, Bus 57, 15 min to Airport!",62336740,Dmitriy,,Brighton,42.34922496,-71.16487728,Private room,88,1,0,,,6,80,,,6,0,1
26452903,"Clean Very Private Top Floor cold AC, Parking 7/11",62336740,Dmitriy,,Brighton,42.34876056,-71.16394708,Private room,79,1,2,8/11/18,0.87,6,88,,,6,0,1
26453232,Modern Parkside Smart Home,30732884,Jeffery,,Dorchester,42.29077946,-71.06550989,Entire home/apt,150,21,0,,,2,332,,,2,0,1
26463536,Victorian Boston Home,27005374,Nancy,,Dorchester,42.28714014,-71.0696684,Entire home/apt,70,30,1,9/3/18,1,2,265,,,2,0,1
26464971,A spacious and welcoming South Boston Gem,75048569,Brett,,South Boston,42.33572968,-71.05488581,Entire home/apt,306,3,5,8/13/18,2.34,1,55,,,1,0,1
26467670,Sunny & Chic 2 bedroom apt,22708792,Jess,,Roslindale,42.28617661,-71.13656663,Entire home/apt,140,2,7,9/3/18,3.28,1,55,,,1,0,1
26470372,Private Room by a Shopping Center 1.1,78962454,Micah,,Roxbury,42.31828691,-71.08037618,Private room,65,1,6,9/2/18,2.73,30,2,,,30,1,1
26471620,Shared Room by a Shopping Center 2.1,78962454,Micah,,Roxbury,42.31867816,-71.0815426,Shared room,35,1,7,9/1/18,3.39,30,15,,,30,1,1
26472055,Shared Room by a Shopping Center 2.2,78962454,Micah,,Roxbury,42.31755935,-71.08058625,Shared room,35,1,8,8/23/18,3.87,30,13,,,30,1,1
26472289,Shared Room by a Shopping Center 3.1,78962454,Micah,,Roxbury,42.31894094,-71.08065449,Shared room,35,1,8,8/24/18,3.53,30,12,,,30,1,1
26473739,Shared Room by a Shopping Center 3.2,78962454,Micah,,Roxbury,42.31667442,-71.08180276,Shared room,35,1,9,8/29/18,4.29,30,7,,,30,1,1
26473862,Shared Room by a Shopping Center 4.1,78962454,Micah,,Roxbury,42.31853467,-71.08226324,Shared room,35,1,6,9/2/18,2.69,30,12,,,30,1,1
26473945,Shared Room by a Shopping Center 4.2,78962454,Micah,,Roxbury,42.3169486,-71.08216457,Shared room,35,1,5,9/1/18,2.73,30,0,,,30,1,1
26497761,Fantastic bedroom in Boston area with free WiFi,75628256,Tin,,Dorchester,42.30531332,-71.05854767,Private room,36,1,1,8/21/18,1,2,12,,,2,0,1
<<<<<<< HEAD
26502776,Š…ÄBeacon Hill PenthouseŠ…ÄBrand NewŠ…ÄLuxury Renovation,59234220,Lara,,Beacon Hill,42.35751741,-71.07120647,Entire home/apt,189,2,4,8/19/18,3,8,203,,,8,0,1
26523169,"Spacious, Free Parking, Low cost!",18896772,Karlena,,Dorchester,42.28016131,-71.06881864,Entire home/apt,187,2,0,,,2,0,,,2,0,1
26528093,3 Bedroom Condo in the heart of South Boston!,56127659,Jennifer,,South Boston,42.3368032,-71.03056469,Entire home/apt,500,3,0,,,1,169,,,1,0,1
26528105,New to AirbnbŠ…ÄTotal LuxuryŠ…ÄSuper Prime Location,59234220,Lara,,Beacon Hill,42.35767173,-71.0697267,Entire home/apt,149,2,6,9/12/18,4.39,8,147,,,8,0,1
=======
26502776,äÖƒBeacon Hill PenthouseäÖƒBrand NewäÖƒLuxury Renovation,59234220,Lara,,Beacon Hill,42.35751741,-71.07120647,Entire home/apt,189,2,4,8/19/18,3,8,203,,,8,0,1
26523169,"Spacious, Free Parking, Low cost!",18896772,Karlena,,Dorchester,42.28016131,-71.06881864,Entire home/apt,187,2,0,,,2,0,,,2,0,1
26528093,3 Bedroom Condo in the heart of South Boston!,56127659,Jennifer,,South Boston,42.3368032,-71.03056469,Entire home/apt,500,3,0,,,1,169,,,1,0,1
26528105,New to AirbnbäÖƒTotal LuxuryäÖƒSuper Prime Location,59234220,Lara,,Beacon Hill,42.35767173,-71.0697267,Entire home/apt,149,2,6,9/12/18,4.39,8,147,,,8,0,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
26528944,Modern Boston Apartment,76001610,Sophia,,Downtown,42.35501167,-71.06279886,Entire home/apt,200,4,0,,,2,21,,,2,0,1
26529946,Chic 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.36302774,-71.13130882,Entire home/apt,368,2,0,,,320,243,,,320,1,1
26532751,January 1st Great for college student UMASS BOSTON,156053359,Ken,,Dorchester,42.29009538,-71.06847869,Private room,45,120,0,,,6,82,,,6,0,1
26562092,"R3-Extra Large Room, Close to Harvard Sq & BU",195591425,Boston,,Brighton,42.35955076,-71.14327886,Private room,89,2,0,,,3,75,,,3,0,1
26562415,"Koreatown in Boston, direct T access to downtown",25205019,Emily,,Allston,42.35174179,-71.1328642,Private room,50,1,2,8/25/18,2,1,0,,,1,0,1
26563661,R1-Large room close to Harvard Sq. & BU,195591425,Boston,,Brighton,42.35836106,-71.14442331,Private room,89,2,1,9/1/18,1,3,75,,,3,0,1
26566402,Furnished 1 BR Suite in the Heart of Back Bay,4140161,Corporate,,Back Bay,42.34886792,-71.08764701,Entire home/apt,399,1,1,7/21/18,0.54,2,325,,,2,0,1
26567600,Heart of Back Bay Furnished 1 BR Suite,4140161,Corporate,,Back Bay,42.34874268,-71.08712083,Entire home/apt,399,1,0,,,2,348,,,2,0,1
26590162,177 Chestnut Ave,199924370,Alexa,,Jamaica Plain,42.31720608,-71.1073362,Private room,40,1,2,9/6/18,2,1,32,,,1,0,1
26594541,(116-7) Back Bay Studio,175856705,Frankie,,Back Bay,42.35408311,-71.07740781,Entire home/apt,100,1,12,8/29/18,5,2,167,,,2,0,1
26625158,1 bed in 3 bed and 2 bath house,226220,Sevil,,Brighton,42.35636048,-71.164411,Private room,125,1,0,,,4,0,,,4,0,1
26631986,Historic Getaway in Charlestown,97401883,Jake,,Charlestown,42.37478861,-71.05755141,Entire home/apt,15,2,8,9/7/18,4.62,1,132,,,1,0,1
26632411,"Spectacular Downtown 2 Bdroom, 2 Balcony Penthouse",47784474,Jonathan,,West End,42.36423562,-71.06418587,Entire home/apt,250,2,8,9/3/18,8,1,101,,,1,0,1
26637229,Clean & cozy - south end home,17614066,A&S,,South End,42.33817339,-71.07806599,Private room,85,1,4,9/8/18,3,2,304,,,2,0,1
26638061,Quaint 1BR in Brookline by Sonder,12243051,Sonder,,Allston,42.34832198,-71.11766944,Entire home/apt,289,2,0,,,320,242,,,320,1,1
26638081,Artsy 1BR in Brookline by Sonder,12243051,Sonder,,Allston,42.34826947,-71.11851313,Entire home/apt,289,2,0,,,320,256,,,320,1,1
26638458,Bold 1BR in Brookline by Sonder,12243051,Sonder,,Allston,42.34865085,-71.11846042,Entire home/apt,289,2,0,,,320,246,,,320,1,1
26640934,Private room. 15min to City Center of Boston,188582312,Dania,,West Roxbury,42.28447625,-71.16077584,Private room,45,1,8,9/12/18,5.33,1,53,,,1,0,1
26655662,"Cozy Room (10 min T ride to Downton, Boston)",198679236,Maria,,Dorchester,42.31562796,-71.05704337,Private room,63,1,18,9/11/18,8.71,2,163,,,2,0,1
26656189,Single Family House in heart of South Boston,21538402,Kayla,,South Boston,42.33379179,-71.04728269,Entire home/apt,399,1,2,9/9/18,0.88,1,357,,,1,0,1
26660947,Colorful 1BR in South End by Sonder,12243051,Sonder,,South End,42.33802123,-71.0679604,Entire home/apt,271,2,0,,,320,230,,,320,1,1
26661682,Vibrant 2BR in South End by Sonder,12243051,Sonder,,South End,42.33688239,-71.06799744,Entire home/apt,411,2,1,8/10/18,0.83,320,255,,,320,1,1
26662386,Sophisticated 2BR in South End by Sonder,12243051,Sonder,,South End,42.33664497,-71.06782345,Entire home/apt,411,2,1,8/27/18,1,320,254,,,320,1,1
26662613,Grand 2BR in South End by Sonder,12243051,Sonder,,South End,42.33605414,-71.06900241,Entire home/apt,410,2,1,8/25/18,1,320,254,,,320,1,1
26668364,Country Flair Room,21348186,Marla,,Dorchester,42.28802338,-71.06185418,Private room,32,14,1,9/2/18,1,6,0,,,6,0,1
26670371,2 Bedroom Condo in South End with private parking!,179455706,Christopher,,South End,42.33781447,-71.07017841,Entire home/apt,225,3,7,9/2/18,4.29,1,121,,,1,0,1
26683948,Furnished guest room and private en suite bathroom,90379,Frank,,South Boston,42.34179834,-71.05801697,Private room,75,120,0,,,2,365,,,2,0,1
26685504,Steps to Jamaica Pond / Emerald Necklace (Boston),33556473,Anita,,Jamaica Plain,42.32242197,-71.11531528,Entire home/apt,199,1,4,8/8/18,1.9,1,0,,,1,0,1
26702700,Fabulous Beacon Hill apartment close to everything,127064452,Ann,,Downtown,42.35918061,-71.06160662,Entire home/apt,249,3,0,,,1,10,,,1,0,1
26706711,Beautiful Condo In Downtown Boston,103014274,Daisy,,Leather District,42.35187307,-71.05665306,Private room,129,1,26,8/29/18,11.82,1,4,,,1,0,1
26719776,Large Sunny Private Room 20 Minutes from Downtown,70350398,Arivu,,Roxbury,42.32546551,-71.08210369,Private room,45,1,14,8/27/18,8.08,1,75,,,1,0,1
26719839,Spacious Two Bedroom Apartment. Free parking.,200926376,Blerina,,Roxbury,42.31169325,-71.08824508,Entire home/apt,83,1,19,9/9/18,8.91,1,247,,,1,0,1
26720531,"Bedroom-Queen&Twin, Walk to T Free WiFi&Parking",43544288,Susan,,Dorchester,42.2829427,-71.07031746,Private room,50,1,5,9/7/18,2.31,12,351,,,12,1,1
26748319,Desirable 2BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.35124618,-71.06356754,Entire home/apt,543,2,0,,,320,256,,,320,1,1
<<<<<<< HEAD
26750505,#201 Boston Private AC room fits 1 person ëÄ‚__¢ë‘Ä,105851798,Anne,,Dorchester,42.30935094,-71.06589825,Private room,45,1,5,8/31/18,3.57,18,282,,,18,1,1
=======
26750505,#201 Boston Private AC room fits 1 person ÎƒÇ__¢Îëƒ,105851798,Anne,,Dorchester,42.30935094,-71.06589825,Private room,45,1,5,8/31/18,3.57,18,282,,,18,1,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
26753582,2 Bedroom Apt in Maverick Square Easy to Downtown,184906834,Janice,,East Boston,42.36909954,-71.0351795,Entire home/apt,99,1,18,9/7/18,9,6,55,,,6,0,1
26753806,Eco-Chic Globetrotter Home + Parking (Bunker Hill),11410590,Sleepy Panda Homes | Nika & Tony,,Charlestown,42.37507816,-71.0627766,Entire home/apt,185,1,7,8/31/18,4.29,3,161,,,3,0,1
26756614,Boston Commons Condos 1BD 3,8534462,Nadia,,Downtown,42.35153187,-71.06419153,Entire home/apt,220,2,3,8/23/18,2.05,23,258,,,23,1,1
